survey_name,orig_item_num,item_text,variable_name,response_type,response_options,response_options_text,age_range,form_construct,form_subconstruct,response_directed,form_frequency,Acknowledgements,Outstanding questions
Patient Health Questionnaire,0,"Over the last two weeks, how often have you been bothered by the following problems?",SelfAnxDep,NA,NA,NA,,NA,NA,caregiver about self,longitudinal,,
Patient Health Questionnaire,1,"Feeling nervous, anxious, or on edge",SelfAnxDep1,numeric_scale,"0, 1, 2, 3","Not at all, Several days, More than half of the days",Nearly every day,Caregiver Well-Being,Anxiety,caregiver about self,longitudinal,,
Patient Health Questionnaire,2,Not being able to stop or control worrying,SelfAnxDep2,numeric_scale,"0, 1, 2, 3","Not at all, Several days, More than half of the days",,Caregiver Well-Being,Anxiety,caregiver about self,longitudinal,,
Patient Health Questionnaire,3,"Feeling down, depressed, or hopeless",SelfAnxDep3,numeric_scale,"0, 1, 2, 3","Not at all, Several days, More than half of the days",,Caregiver Well-Being,Depression,caregiver about self,longitudinal,,
Patient Health Questionnaire,4,Little interest or pleasure in doing things,SelfAnxDep4,numeric_scale,"0, 1, 2, 3","Not at all, Several days, More than half of the days",,Caregiver Well-Being,Depression,caregiver about self,longitudinal,,
Multidimensional Scale of Perceived Social Support,0,"We are interested in how you feel about the following statements. Read each statement carefully. Indicate how you feel about each statement. A ""special person"" could refer to a spouse, partner, friend, family member, or other important person in your life.",SelfSupport,NA,NA,NA,,NA,NA,caregiver about self,longitudinal,,
Multidimensional Scale of Perceived Social Support,1,There is a special person who is around when I am in need.,SelfSupport1,numeric_scale,"1, 2, 3, 4, 5, 6, 7","Very Strongly Disagree, Strongly Disagree, Mildly Disagree, Neutral, Mildly Agree, Strongly Agree, Very Strongly Agree",,Parenting,Support,caregiver about self,longitudinal,,
Multidimensional Scale of Perceived Social Support,2,There is a special person with whom I can share joys and sorrows.,SelfSupport2,numeric_scale,"1, 2, 3, 4, 5, 6, 7","Very Strongly Disagree, Strongly Disagree, Mildly Disagree, Neutral, Mildly Agree, Strongly Agree, Very Strongly Agree",,Parenting,Support,caregiver about self,longitudinal,,
Multidimensional Scale of Perceived Social Support,3,My family really tries to help me.,SelfSupport3,numeric_scale,"1, 2, 3, 4, 5, 6, 7","Very Strongly Disagree, Strongly Disagree, Mildly Disagree, Neutral, Mildly Agree, Strongly Agree, Very Strongly Agree",,Parenting,Support,caregiver about self,longitudinal,,
Multidimensional Scale of Perceived Social Support,4,I get the emotional help & support I need from my family.,SelfSupport4,numeric_scale,"1, 2, 3, 4, 5, 6, 7","Very Strongly Disagree, Strongly Disagree, Mildly Disagree, Neutral, Mildly Agree, Strongly Agree, Very Strongly Agree",,Parenting,Support,caregiver about self,longitudinal,,
Multidimensional Scale of Perceived Social Support,5,I have a special person who is a real source of comfort to me.,SelfSupport5,numeric_scale,"1, 2, 3, 4, 5, 6, 7","Very Strongly Disagree, Strongly Disagree, Mildly Disagree, Neutral, Mildly Agree, Strongly Agree, Very Strongly Agree",,Parenting,Support,caregiver about self,longitudinal,,
Multidimensional Scale of Perceived Social Support,6,My friends really try to help me.,SelfSupport6,numeric_scale,"1, 2, 3, 4, 5, 6, 7","Very Strongly Disagree, Strongly Disagree, Mildly Disagree, Neutral, Mildly Agree, Strongly Agree, Very Strongly Agree",,Parenting,Support,caregiver about self,longitudinal,,
Multidimensional Scale of Perceived Social Support,7,I can count on my friends when things go wrong.,SelfSupport7,numeric_scale,"1, 2, 3, 4, 5, 6, 7","Very Strongly Disagree, Strongly Disagree, Mildly Disagree, Neutral, Mildly Agree, Strongly Agree, Very Strongly Agree",,Parenting,Support,caregiver about self,longitudinal,,
Multidimensional Scale of Perceived Social Support,8,I can talk about my problems with my family.,SelfSupport8,numeric_scale,"1, 2, 3, 4, 5, 6, 7","Very Strongly Disagree, Strongly Disagree, Mildly Disagree, Neutral, Mildly Agree, Strongly Agree, Very Strongly Agree",,Parenting,Support,caregiver about self,longitudinal,,
Multidimensional Scale of Perceived Social Support,9,I have friends with whom I can share my joys and sorrows.,SelfSupport9,numeric_scale,"1, 2, 3, 4, 5, 6, 7","Very Strongly Disagree, Strongly Disagree, Mildly Disagree, Neutral, Mildly Agree, Strongly Agree, Very Strongly Agree",,Parenting,Support,caregiver about self,longitudinal,,
Multidimensional Scale of Perceived Social Support,10,There is a special person in my life who cares about my feelings.,SelfSupport10,numeric_scale,"1, 2, 3, 4, 5, 6, 7","Very Strongly Disagree, Strongly Disagree, Mildly Disagree, Neutral, Mildly Agree, Strongly Agree, Very Strongly Agree",,Parenting,Support,caregiver about self,longitudinal,,
Multidimensional Scale of Perceived Social Support,11,My family is willing to help me make decisions.,SelfSupport11,numeric_scale,"1, 2, 3, 4, 5, 6, 7","Very Strongly Disagree, Strongly Disagree, Mildly Disagree, Neutral, Mildly Agree, Strongly Agree, Very Strongly Agree",,Parenting,Support,caregiver about self,longitudinal,,
Multidimensional Scale of Perceived Social Support,12,I can talk about my problems with my friends.,SelfSupport12,numeric_scale,"1, 2, 3, 4, 5, 6, 7","Very Strongly Disagree, Strongly Disagree, Mildly Disagree, Neutral, Mildly Agree, Strongly Agree, Very Strongly Agree",,Parenting,Support,caregiver about self,longitudinal,,
Everyday Discrimination Scale,0,In your day-to-day life how often have any of the following things happened to you?,SelfDiscrim,NA,NA,NA,,NA,NA,caregiver about self,longitudinal,,
Everyday Discrimination Scale,1,You are treated with less courtesy or respect than other people.,SelfDiscrim1,numeric_scale,"0, 1, 2, 3, 4, 5","Never, Less than once a year, A few times a year, A few times a month, At least once a week, Almost everyday",,Caregiver Well-Being,Discrimination,caregiver about self,longitudinal,,
Everyday Discrimination Scale,2,You receive poorer service than other people at restaurants or stores.,SelfDiscrim2,numeric_scale,"0, 1, 2, 3, 4, 5","Never, Less than once a year, A few times a year, A few times a month, At least once a week, Almost everyday",,Caregiver Well-Being,Discrimination,caregiver about self,longitudinal,,
Everyday Discrimination Scale,3,People act as if they think you are not smart.,SelfDiscrim3,numeric_scale,"0, 1, 2, 3, 4, 5","Never, Less than once a year, A few times a year, A few times a month, At least once a week, Almost everyday",,Caregiver Well-Being,Discrimination,caregiver about self,longitudinal,,
Everyday Discrimination Scale,4,People act as if they are afraid of you.,SelfDiscrim4,numeric_scale,"0, 1, 2, 3, 4, 5","Never, Less than once a year, A few times a year, A few times a month, At least once a week, Almost everyday",,Caregiver Well-Being,Discrimination,caregiver about self,longitudinal,,
Everyday Discrimination Scale,5,You are threatened or harassed.,SelfDiscrim5,numeric_scale,"0, 1, 2, 3, 4, 5","Never, Less than once a year, A few times a year, A few times a month, At least once a week, Almost everyday",,Caregiver Well-Being,Discrimination,caregiver about self,longitudinal,,
MacArthur Scale of Subjective Social Status,0,"Instructions: Think of this ladder as representing where people stand in <country>. At the top of the ladder are the people who are the best off - those who have the most money, the most education, and the most respected jobs. At the bottom are the people who are the worst off - those who have the least money, the least education, the least respected jobs, or no job. The higher up you are on this ladder, the closer you are to the people at the very top; the lower you are, the closer you are to the people at the very bottom.",,NA,NA,NA,,Home Environment,,caregiver about household,longitudinal,,
MacArthur Scale of Subjective Social Status,1,"Where would you place yourself on this ladder?
Please place a large ""X"" on the rung where you think you stand at this time in your life relative to other people in <country>.",,numeric_scale,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10",NA,,Home Environment,,caregiver about household,longitudinal,,
MacArthur Scale of Subjective Social Status,0,Instructions: Think of this ladder as representing where people stand in their communities. People define community in different ways; please define it in whatever way is most meaningful to you. At the top of the ladder are people who have the highest standing in their community. At the bottom are the people who have the lowest standing in their community. ,,NA,NA,NA,,Home Environment,,caregiver about household,longitudinal,,
MacArthur Scale of Subjective Social Status,2,"Where would you place yourself on this ladder?
Please place a large ""X"" on the rung where you think you stand at this time in your life relative to other people in your community.",,numeric_scale,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10",NA,,Home Environment,,caregiver about household,longitudinal,,
Recent Life Changes Questionnaire,0,Please select No or Yes to indicate whether each event has happened to you in the past year.,SelfLifeChanges,NA,NA,NA,,NA,NA,caregiver about self,longitudinal,,
Recent Life Changes Questionnaire,0,Health:,SelfLifeChangesHealth,NA,NA,NA,,NA,NA,caregiver about self,longitudinal,,
Recent Life Changes Questionnaire,1,"An injury or illness which kept you in bed a week or more, or sent you to the hospital.",SelfLifeChanges1,yes_no,"0, 74","No, Yes",,Caregiver Well-Being,Life Changes Health,caregiver about self,longitudinal,,
Recent Life Changes Questionnaire,2,An injury or illness which was less serious than above but still sent you to the doctor or kept you in bed for a day or two.,SelfLifeChanges2,yes_no,"0, 44","No, Yes",,Caregiver Well-Being,Life Changes Health,caregiver about self,longitudinal,,
Recent Life Changes Questionnaire,3,Major dental work.,SelfLifeChanges3,yes_no,"0, 26","No, Yes",,Caregiver Well-Being,Life Changes Health,caregiver about self,longitudinal,,
Recent Life Changes Questionnaire,4,Major change in eating habits.,SelfLifeChanges4,yes_no,"0, 27","No, Yes",,Caregiver Well-Being,Life Changes Health,caregiver about self,longitudinal,,
Recent Life Changes Questionnaire,5,Major change in sleeping habits.,SelfLifeChanges5,yes_no,"0, 26","No, Yes",,Caregiver Well-Being,Life Changes Health,caregiver about self,longitudinal,,
Recent Life Changes Questionnaire,6,Major change in your usual type and/or amount of recreation.,SelfLifeChanges6,yes_no,"0, 28","No, Yes",,Caregiver Well-Being,Life Changes Health,caregiver about self,longitudinal,,
Recent Life Changes Questionnaire,0,Work:,SelfLifeChangesWork,NA,NA,NA,,NA,NA,caregiver about self,longitudinal,,
Recent Life Changes Questionnaire,7,Change to a new type of work.,SelfLifeChanges7,yes_no,"0, 51","No, Yes",,Caregiver Well-Being,Life Changes Work,caregiver about self,longitudinal,,
Recent Life Changes Questionnaire,8,Change in your work hours or conditions.,SelfLifeChanges8,yes_no,"0, 35","No, Yes",,Caregiver Well-Being,Life Changes Work,caregiver about self,longitudinal,,
Recent Life Changes Questionnaire,9,Change in your responsibilities at work (more responsibilities).,SelfLifeChanges9,yes_no,"0, 29","No, Yes",,Caregiver Well-Being,Life Changes Work,caregiver about self,longitudinal,,
Recent Life Changes Questionnaire,10,Change in your responsibilities at work (fewer responsibilities).,SelfLifeChanges10,yes_no,"0, 21","No, Yes",,Caregiver Well-Being,Life Changes Work,caregiver about self,longitudinal,,
Recent Life Changes Questionnaire,11,Change in your responsibilities at work (promotion).,SelfLifeChanges11,yes_no,"0, 31","No, Yes",,Caregiver Well-Being,Life Changes Work,caregiver about self,longitudinal,,
Recent Life Changes Questionnaire,12,Change in your responsibilities at work (demotion).,SelfLifeChanges12,yes_no,"0, 42","No, Yes",,Caregiver Well-Being,Life Changes Work,caregiver about self,longitudinal,,
Recent Life Changes Questionnaire,13,Change in your responsibilities at work (transfer).,SelfLifeChanges13,yes_no,"0, 32","No, Yes",,Caregiver Well-Being,Life Changes Work,caregiver about self,longitudinal,,
Recent Life Changes Questionnaire,14,Troubles at work (with your boss).,SelfLifeChanges14,yes_no,"0, 29","No, Yes",,Caregiver Well-Being,Life Changes Work,caregiver about self,longitudinal,,
Recent Life Changes Questionnaire,15,Troubles at work (with your coworkers).,SelfLifeChanges15,yes_no,"0, 35","No, Yes",,Caregiver Well-Being,Life Changes Work,caregiver about self,longitudinal,,
Recent Life Changes Questionnaire,16,Troubles at work (with persons under your supervision).,SelfLifeChanges16,yes_no,"0, 35","No, Yes",,Caregiver Well-Being,Life Changes Work,caregiver about self,longitudinal,,
Recent Life Changes Questionnaire,17,Other work problems.,SelfLifeChanges17,yes_no,"0, 28","No, Yes",,Caregiver Well-Being,Life Changes Work,caregiver about self,longitudinal,,
Recent Life Changes Questionnaire,18,Major business adjustment.,SelfLifeChanges18,yes_no,"0, 60","No, Yes",,Caregiver Well-Being,Life Changes Work,caregiver about self,longitudinal,,
Recent Life Changes Questionnaire,19,Retirement.,SelfLifeChanges19,yes_no,"0, 52","No, Yes",,Caregiver Well-Being,Life Changes Work,caregiver about self,longitudinal,,
Recent Life Changes Questionnaire,20,Loss of a job (laid off from work).,SelfLifeChanges20,yes_no,"0, 68","No, Yes",,Caregiver Well-Being,Life Changes Work,caregiver about self,longitudinal,,
Recent Life Changes Questionnaire,21,Loss of a job (fired from work).,SelfLifeChanges21,yes_no,"0, 79","No, Yes",,Caregiver Well-Being,Life Changes Work,caregiver about self,longitudinal,,
Recent Life Changes Questionnaire,22,Taking a course to help you with your work.,SelfLifeChanges22,yes_no,"0, 18","No, Yes",,Caregiver Well-Being,Life Changes Work,caregiver about self,longitudinal,,
Recent Life Changes Questionnaire,0,Home and Family:,SelfLifeChangesHome,NA,NA,NA,,NA,NA,caregiver about self,longitudinal,,
Recent Life Changes Questionnaire,23,Major change in living conditions.,SelfLifeChanges23,yes_no,"0, 42","No, Yes",,Caregiver Well-Being,Life Changes Home/Family,caregiver about self,longitudinal,,
Recent Life Changes Questionnaire,24,Change in residence (move within the same town or city).,SelfLifeChanges24,yes_no,"0, 25","No, Yes",,Caregiver Well-Being,Life Changes Home/Family,caregiver about self,longitudinal,,
Recent Life Changes Questionnaire,25,"Change in residence (move to a different town, city, or state).",SelfLifeChanges25,yes_no,"0, 47","No, Yes",,Caregiver Well-Being,Life Changes Home/Family,caregiver about self,longitudinal,,
Recent Life Changes Questionnaire,26,Change in family get-togethers.,SelfLifeChanges26,yes_no,"0, 25","No, Yes",,Caregiver Well-Being,Life Changes Home/Family,caregiver about self,longitudinal,,
Recent Life Changes Questionnaire,27,Major change in health or behavior of family member.,SelfLifeChanges27,yes_no,"0, 55","No, Yes",,Caregiver Well-Being,Life Changes Home/Family,caregiver about self,longitudinal,,
Recent Life Changes Questionnaire,28,Marriage.,SelfLifeChanges28,yes_no,"0, 50","No, Yes",,Caregiver Well-Being,Life Changes Home/Family,caregiver about self,longitudinal,,
Recent Life Changes Questionnaire,29,Pregnancy.,SelfLifeChanges29,yes_no,"0, 67","No, Yes",,Caregiver Well-Being,Life Changes Home/Family,caregiver about self,longitudinal,,
Recent Life Changes Questionnaire,31,Gain of a new family member (birth of a child).,SelfLifeChanges31,yes_no,"0, 66","No, Yes",,Caregiver Well-Being,Life Changes Home/Family,caregiver about self,longitudinal,,
Recent Life Changes Questionnaire,32,Gain of a new family member (adoption of a child).,SelfLifeChanges32,yes_no,"0, 65","No, Yes",,Caregiver Well-Being,Life Changes Home/Family,caregiver about self,longitudinal,,
Recent Life Changes Questionnaire,33,Gain of a new family member (a relative moving in with you).,SelfLifeChanges33,yes_no,"0, 59","No, Yes",,Caregiver Well-Being,Life Changes Home/Family,caregiver about self,longitudinal,,
Recent Life Changes Questionnaire,34,Spouse beginning or ending work.,SelfLifeChanges34,yes_no,"0, 46","No, Yes",,Caregiver Well-Being,Life Changes Home/Family,caregiver about self,longitudinal,,
Recent Life Changes Questionnaire,35,Child leaving home (to attend college).,SelfLifeChanges35,yes_no,"0, 41","No, Yes",,Caregiver Well-Being,Life Changes Home/Family,caregiver about self,longitudinal,,
Recent Life Changes Questionnaire,36,Child leaving home (due to marriage).,SelfLifeChanges36,yes_no,"0, 41","No, Yes",,Caregiver Well-Being,Life Changes Home/Family,caregiver about self,longitudinal,,
Recent Life Changes Questionnaire,37,Child leaving home (for other reasons).,SelfLifeChanges37,yes_no,"0, 45","No, Yes",,Caregiver Well-Being,Life Changes Home/Family,caregiver about self,longitudinal,,
Recent Life Changes Questionnaire,38,Change in arguments with spouse.,SelfLifeChanges38,yes_no,"0, 50","No, Yes",,Caregiver Well-Being,Life Changes Home/Family,caregiver about self,longitudinal,,
Recent Life Changes Questionnaire,39,In-law problems.,SelfLifeChanges39,yes_no,"0, 38","No, Yes",,Caregiver Well-Being,Life Changes Home/Family,caregiver about self,longitudinal,,
Recent Life Changes Questionnaire,40,Change to the marital status of your parents (divorce).,SelfLifeChanges40,yes_no,"0, 59","No, Yes",,Caregiver Well-Being,Life Changes Home/Family,caregiver about self,longitudinal,,
Recent Life Changes Questionnaire,41,Change to the marital status of your parents (remarriage).,SelfLifeChanges41,yes_no,"0, 50","No, Yes",,Caregiver Well-Being,Life Changes Home/Family,caregiver about self,longitudinal,,
Recent Life Changes Questionnaire,42,Separation from spouse (due to work).,SelfLifeChanges42,yes_no,"0, 53","No, Yes",,Caregiver Well-Being,Life Changes Home/Family,caregiver about self,longitudinal,,
Recent Life Changes Questionnaire,43,Separation from spouse (due to marital problems).,SelfLifeChanges43,yes_no,"0, 76","No, Yes",,Caregiver Well-Being,Life Changes Home/Family,caregiver about self,longitudinal,,
Recent Life Changes Questionnaire,44,Divorce.,SelfLifeChanges44,yes_no,"0, 96","No, Yes",,Caregiver Well-Being,Life Changes Home/Family,caregiver about self,longitudinal,,
Recent Life Changes Questionnaire,45,Birth of a grandchild.,SelfLifeChanges45,yes_no,"0, 43","No, Yes",,Caregiver Well-Being,Life Changes Home/Family,caregiver about self,longitudinal,,
Recent Life Changes Questionnaire,46,Death of a spouse.,SelfLifeChanges46,yes_no,"0, 119","No, Yes",,Caregiver Well-Being,Life Changes Home/Family,caregiver about self,longitudinal,,
Recent Life Changes Questionnaire,47,Death of other family member (child).,SelfLifeChanges47,yes_no,"0, 123","No, Yes",,Caregiver Well-Being,Life Changes Home/Family,caregiver about self,longitudinal,,
Recent Life Changes Questionnaire,48,Death of other family member (brother or sister).,SelfLifeChanges48,yes_no,"0, 102","No, Yes",,Caregiver Well-Being,Life Changes Home/Family,caregiver about self,longitudinal,,
Recent Life Changes Questionnaire,49,Death of other family member (parent).,SelfLifeChanges49,yes_no,"0, 100","No, Yes",,Caregiver Well-Being,Life Changes Home/Family,caregiver about self,longitudinal,,
Recent Life Changes Questionnaire,0,Personal and Social:,SelfLifeChangesPersonal,NA,NA,NA,,NA,NA,caregiver about self,longitudinal,,
Recent Life Changes Questionnaire,50,Change in personal habits.,SelfLifeChanges50,yes_no,"0, 26","No, Yes",,Caregiver Well-Being,Life Changes Personal/Social,caregiver about self,longitudinal,,
Recent Life Changes Questionnaire,51,Beginning or ending school or college.,SelfLifeChanges51,yes_no,"0, 38","No, Yes",,Caregiver Well-Being,Life Changes Personal/Social,caregiver about self,longitudinal,,
Recent Life Changes Questionnaire,52,Change of school or college.,SelfLifeChanges52,yes_no,"0, 35","No, Yes",,Caregiver Well-Being,Life Changes Personal/Social,caregiver about self,longitudinal,,
Recent Life Changes Questionnaire,53,Change in political beliefs.,SelfLifeChanges53,yes_no,"0, 24","No, Yes",,Caregiver Well-Being,Life Changes Personal/Social,caregiver about self,longitudinal,,
Recent Life Changes Questionnaire,54,Change in religious beliefs.,SelfLifeChanges54,yes_no,"0, 29","No, Yes",,Caregiver Well-Being,Life Changes Personal/Social,caregiver about self,longitudinal,,
Recent Life Changes Questionnaire,55,Change in social activities.,SelfLifeChanges55,yes_no,"0, 27","No, Yes",,Caregiver Well-Being,Life Changes Personal/Social,caregiver about self,longitudinal,,
Recent Life Changes Questionnaire,56,Vacation.,SelfLifeChanges56,yes_no,"0, 24","No, Yes",,Caregiver Well-Being,Life Changes Personal/Social,caregiver about self,longitudinal,,
Recent Life Changes Questionnaire,57,"New, close, personal relationship.",SelfLifeChanges57,yes_no,"0, 37","No, Yes",,Caregiver Well-Being,Life Changes Personal/Social,caregiver about self,longitudinal,,
Recent Life Changes Questionnaire,58,Engagement to marry.,SelfLifeChanges58,yes_no,"0, 45","No, Yes",,Caregiver Well-Being,Life Changes Personal/Social,caregiver about self,longitudinal,,
Recent Life Changes Questionnaire,59,Girlfriend or boyfriend problems.,SelfLifeChanges59,yes_no,"0, 39","No, Yes",,Caregiver Well-Being,Life Changes Personal/Social,caregiver about self,longitudinal,,
Recent Life Changes Questionnaire,61,"""Falling out"" of a close personal relationship.",SelfLifeChanges61,yes_no,"0, 47","No, Yes",,Caregiver Well-Being,Life Changes Personal/Social,caregiver about self,longitudinal,,
Recent Life Changes Questionnaire,62,An accident.,SelfLifeChanges62,yes_no,"0, 48","No, Yes",,Caregiver Well-Being,Life Changes Personal/Social,caregiver about self,longitudinal,,
Recent Life Changes Questionnaire,63,Minor violation of the law.,SelfLifeChanges63,yes_no,"0, 20","No, Yes",,Caregiver Well-Being,Life Changes Personal/Social,caregiver about self,longitudinal,,
Recent Life Changes Questionnaire,65,Death of a close friend.,SelfLifeChanges65,yes_no,"0, 70","No, Yes",,Caregiver Well-Being,Life Changes Personal/Social,caregiver about self,longitudinal,,
Recent Life Changes Questionnaire,66,Major decision regarding your immediate future.,SelfLifeChanges66,yes_no,"0, 51","No, Yes",,Caregiver Well-Being,Life Changes Personal/Social,caregiver about self,longitudinal,,
Recent Life Changes Questionnaire,67,Major personal achievement.,SelfLifeChanges67,yes_no,"0, 36","No, Yes",,Caregiver Well-Being,Life Changes Personal/Social,caregiver about self,longitudinal,,
Recent Life Changes Questionnaire,0,Financial:,SelfLifeChangesFinancial,NA,NA,NA,NA,NA,NA,caregiver about self,longitudinal,,
Recent Life Changes Questionnaire,68,Major change in finances (increased income).,SelfLifeChanges68,yes_no,"0, 38","No, Yes",,Caregiver Well-Being,Life Changes Financial,caregiver about self,longitudinal,,
Recent Life Changes Questionnaire,69,Major change in finances (decreased income).,SelfLifeChanges69,yes_no,"0, 60","No, Yes",,Caregiver Well-Being,Life Changes Financial,caregiver about self,longitudinal,,
Recent Life Changes Questionnaire,70,Major change in finances (investment and/or credit difficulties).,SelfLifeChanges70,yes_no,"0, 56","No, Yes",,Caregiver Well-Being,Life Changes Financial,caregiver about self,longitudinal,,
Recent Life Changes Questionnaire,71,Loss or damage of personal property.,SelfLifeChanges71,yes_no,"0, 43","No, Yes",,Caregiver Well-Being,Life Changes Financial,caregiver about self,longitudinal,,
Recent Life Changes Questionnaire,72,Moderate purchase.,SelfLifeChanges72,yes_no,"0, 20","No, Yes",,Caregiver Well-Being,Life Changes Financial,caregiver about self,longitudinal,,
Recent Life Changes Questionnaire,73,Major purchase.,SelfLifeChanges73,yes_no,"0, 37","No, Yes",,Caregiver Well-Being,Life Changes Financial,caregiver about self,longitudinal,,
Recent Life Changes Questionnaire,74,Foreclosure on a mortgage or loan.,SelfLifeChanges74,yes_no,"0, 58","No, Yes",,Caregiver Well-Being,Life Changes Financial,caregiver about self,longitudinal,,
